"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-01","0.00",",,N","0.0",",,N","0.0",",,N",,,"0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-02","0.00",",,N","0.0",",,N","0.0","T,,N","0.0","T,,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-03","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-04","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-05","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-06","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-07","0.58",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-08","0.31",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-09","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-10","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-11","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-12","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-13","0.95",",,N","2.5",",,N","1.5",",,N","0.9",",,N","0.9",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-14","0.00",",,N","0.0",",,N","1.5",",,N",,,"0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-15","0.00",",,N","0.0",",,N","1.0",",,N",,,"0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-16","0.00",",,N","0.0",",,N","0.5",",,N",,,"0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-17","0.00",",,N","0.0",",,N","0.3",",,N",,,"0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-18","0.17",",,N","0.0","T,,N","0.0","T,,N","0.0","T,,N","0.0","T,,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-19","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-20","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-21","0.62",",,N","1.0",",,N","1.0",",,N","0.6",",,N","0.6",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-22","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-23","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-24","0.40",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-25","0.00","T,,N","0.0","T,,N","0.0",",,N","0.0",",,N","0.0","T,,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-26","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-27","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-02-28","0.06",",,N","0.4",",,N","0.4",",,N","0.1",",,N","0.1",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-01","0.12",",,N","1.2",",,N","1.2",",,N","0.1",",,N","0.1",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-02","0.45",",,N","4.2",",,N","4.5",",,N",,,"0.4",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-03","0.00",",,N","0.0",",,N","1.5",",,N",,,"0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-04","0.85",",,N","9.0",",,N","10.0",",,N","1.2",",,N","0.9",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-05","0.00",",,N","0.0",",,N","6.0",",,N",,,"0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-06","0.00",",,N","0.0",",,N","5.0",",,N","0.8",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-07","0.00",",,N","0.0",",,N","5.0",",,N",,,"0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-08","0.00",",,N","0.0",",,N","4.0",",,N",,,"0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-09","0.00",",,N","0.0",",,N","3.5",",,N",,,"0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-10","0.19",",,N","0.5",",,N","3.0",",,N",,,,
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-11","0.07",",,N","0.0",",,N","2.0",",,N",,,"0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-12","0.00",",,N","0.0",",,N","1.0",",,N",,,"0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-13","0.00",",,N","0.0",",,N","1.0",",,N","0.4",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-14","0.00",",,N","0.0",",,N","0.5",",,N",,,"0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-15","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-16","0.39",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-17","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-18","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-19","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-20","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-21","0.02",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-22","0.98",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-23","0.05",",,N","0.0","T,,N","0.0",",,N","0.0",",,N","0.0","T,,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-24","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-25","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-26","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-27","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-28","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-29","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-30","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-03-31","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-01","0.15",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-02","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-03","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-04","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-05","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-06","0.29",",,N","0.0","T,,N","0.0",",,N","0.0",",,N","0.0","T,,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-07","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-08","0.23",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-09","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-10","0.10",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-11","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-12","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-13","0.97",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-14","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-15","0.59",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-16","0.16",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-17","0.03",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-18","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-19","0.03",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-20","0.82",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-21","0.21",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-22","0.02",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-23","0.34",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-24","0.01",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-25","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-26","0.25",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-27","1.03",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-28","0.00","T,,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-29","0.05",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-04-30","0.20",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-01","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-02","0.00","T,,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-03","0.06",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-04","0.17",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-05","0.37",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-06","0.72",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-07","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-08","0.06",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-09","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-10","0.02",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-11","0.03",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-12","0.53",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-13","0.89",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-14","0.56",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-15","0.16",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-16","0.02",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-17","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-18","0.03",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-19","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-20","0.56",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-21","0.12",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-22","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-23","0.15",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-24","0.32",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-25","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-26","0.05",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-27","0.02",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-28","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-29","0.15",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-30","0.72",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-05-31","0.78",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-01","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
"US1NYWC0018","ARMONK 0.3 SE, NY US","41.12996","-73.708161","117.3","2019-06-02","0.00",",,N","0.0",",,N","0.0",",,N","0.0",",,N","0.0",",,N"
